,Unnamed: 0,id,label,text,triple
5200,5200.0,10098.json,True,I was speaking out on pension reform almost 17 years ago.,NaN
5201,5201.0,6151.json,True,Three of our cities are among the top five worst cities in the U.S. for asthma.,NaN
5202,5202.0,10593.json,False,The labor participation rate is at an alltime low.,NaN
5203,5203.0,218.json,True,Mike Huckabee supported taxpayerfunded scholarships for illegal aliens.,NaN
5204,5204.0,3624.json,False,"For every 33 pregnant women that walk into a Planned Parenthood clinic, 32 receive an abortion.",NaN
5205,5205.0,3993.json,True,"Virginia spends 400,000 on abstinence programs while losing 2.5 million in federal funds due to Gov. Bob McDonnells political agenda.",NaN
5206,5206.0,8460.json,True,Nearly 6 in 10 uninsured Americanscan get health insurance for what may be the equivalent of your cell phone bill.,NaN
5207,5207.0,9562.json,True,Cranstons 20142015 budget funds 100 percent of the local police and fire pension and other retiree benefit costs.,NaN
5208,5208.0,8108.json,False,Says the 201415 state budget cut border security and funding to fight criminal gangs.,NaN
5209,5209.0,7878.json,False,Says Democratic Party created the Ku Klux Klan.,NaN
5210,5210.0,2527.json,True,"Says Roy Blunt secretly inserts language to benefit tobacco giant Philip Morris into a national security bill while Blunts girlfriend and son are lobbyists for the cigarette company, and just days earlier, 26 Philip Morris executives wrote checks to Blunt totaling 23,000.",NaN
5211,5211.0,12508.json,True,Says Donald Trump mocked someone with a disability.,NaN
5212,5212.0,4339.json,True,"We rank below Ethiopia, Im told, in terms of our exports per capita, well below any of the other developed countries we trade with, and well below China and South Korea.",NaN
5213,5213.0,2698.json,True,"Bill Heller raises taxes. Property taxes. Small business taxes. He even wants to tax the Internet. Mr. Heller said no to balancing the federal budget, that puts more debt on our kids.",NaN
5214,5214.0,1940.json,True,"The U.S. spends 4 billion on research and development for energy, while spending 350 billion on oil from foreign countries, many of whom are our enemies.",NaN
5215,5215.0,4798.json,False,"Says the state auditor found that 37 percent of the 428,000 students receiving free and reducedprice lunches are ineligible.",NaN
5216,5216.0,5188.json,False,Says Barack Obama began his presidency going on a worldwide apology tour.,NaN
