,Unnamed: 0,id,label,text,triple
7800,7800.0,7095.json,True,There is no reason to allocate 60 percent of bridge space to satisfy two percent of all travelers.,NaN
7801,7801.0,8145.json,False,A United Nations working group has adopted a proposed agenda to enable member nations to disarm civilians within their borders.,NaN
7802,7802.0,5711.json,False,Says she balanced a 10 billion budget shortfall without raising taxes.,NaN
7803,7803.0,9759.json,False,"If 20 million illegals vote, you can kiss the Second Amendment goodbye.",NaN
7804,7804.0,11397.json,False,Planned Parenthood has now been found to also illegally sell baby parts.,NaN
7805,7805.0,11790.json,True,Anyone can die of a toothache.,NaN
7806,7806.0,6303.json,True,Says Jim Frishe wanted to tax us for doing our taxes through an accountant.,NaN
7807,7807.0,9162.json,True,"When Republicans last controlled the presidency and Congress, the number of people on food stamps and the number of people in lowincome housing went through the roof.",NaN
7808,7808.0,10105.json,False,"This year, the Austin City Council granted a small homestead property tax exemption of 5,000... applied equally to everyone. And we also granted an exemption for the elderly and the disabled members of the community.",NaN
7809,7809.0,2511.json,False,Perry pushed for a law that lets insurance companies raise homeowners rates without having to justify the increase.,NaN
7810,7810.0,9792.json,True,Jason Carter backed three of Nathan Deals budgets but accuses the governor of underfunding education.,NaN
7811,7811.0,1058.json,False,"Says President Obama was wrong about Muslims historical contributions to mankind, such as algebra actually that was the ancient Babylonians, the compass that was the Chinese, pens the Chinese again and medical discoveries.",NaN
7812,7812.0,6383.json,True,"As a congressman, Mark Neumann voted four times to increase our debt.",NaN
7813,7813.0,8912.json,True,On oil drilling off Floridas coast,NaN
7814,7814.0,824.json,True,"If parents dont have health insurance that Senator Obama wants them to have for their children, they will be fined.",NaN
7815,7815.0,10792.json,False,The projected revenue from the MayweatherPacquiao fight is larger than the annual GDP of 29 different countries.,NaN
7816,7816.0,5407.json,False,Says sixtytwo percent of small businesses over the last five years went under because they couldnt pay their health care bills.,NaN
7817,7817.0,11991.json,True,"Since welfare reform was signed into law, the number of families living in extreme poverty has more than doubled.",NaN
7818,7818.0,7457.json,False,"Theres a tax credit of 2,400 to bond former inmates that an employer would get for hiring a convicted felon. Theres a federal bonding program  you can get 5,000 to 25,000 in federal money to hire a convicted felon. And theres federal grants for felons to set up their own small businesses.",NaN
7819,7819.0,11267.json,False,Jesus was an undocumented immigrant.,NaN
7820,7820.0,7931.json,False,On gay marriage,NaN
7821,7821.0,6691.json,False,"Ann Kuster supports the government takeover of healthcare, which robs Medicare of over 700 billion.",NaN
7822,7822.0,4976.json,True,The Opportunity Scholarship Act would be funded directly from public school budgets. So it would absolutely take money out of the public school system to transfer to private and religious schools.,NaN
7823,7823.0,12453.json,True,"While Rob Portman relies on his super PAC and a handful of billionaires to do his dirty work, we dont have a super PAC, and quite frankly, we dont want one that spends millions to spew out lies and distortions.",NaN
7824,7824.0,10100.json,False,This Ebola is not as bad as SARSwas in 2003.,NaN
7825,7825.0,11965.json,False,"A couple of debates ago, Donald Trump said if you dont support socialized health care, youre heartless.",NaN
7826,7826.0,13348.json,False,Its four or five states where the number of insurance options have narrowed under the Affordable Care Act.,NaN
7827,7827.0,4002.json,False,"Ethanol reduced gas prices by 89 cents per gallon in 2010, and if ethanol disappeared, gas prices could rise by as much as 92 percent.",NaN
7828,7828.0,7421.json,True,"The sequester wont consider whether were cutting some bloated program that has outlived its usefulness, or a vital service that Americans depend on every single day. It doesnt make those distinctions.",NaN
7829,7829.0,13461.json,False,Final election 2016 numbers Trump won the popular vote.,NaN
7830,7830.0,7735.json,True,Says opponents of proposed Austin school district bonds say the districts debt load doubles with these new bonds.,NaN
7831,7831.0,2543.json,False,Says campaign contributions to her rival for a state House seat was money intended for schoolchildren.,NaN
7832,7832.0,5356.json,True,Says a 1915 referendum on womens right to vote went down in New Jersey. And it took the Legislature to pass it.,NaN
7833,7833.0,9880.json,False,Says U.S. House candidate Carlos Curbelo supported ending the Medicare guarantee.,NaN
7834,7834.0,1188.json,False,"The Obama administration was successful in rushing a massive spending bill through Congress in just two days after which it sat on the presidents desk for three days, while he was away on vacation.",NaN
7835,7835.0,797.json,False,"In 1992, Barack Obama directed Project Vote  an arm of ACORN that also encouraged voter registration.",NaN
7836,7836.0,2304.json,True,"In this country, we have a 25 percent dropout rate.",NaN
7837,7837.0,10913.json,True,"In the last seven years of my tenure, Texas created 1.5 million new jobs. As a matter of fact, without Texas, America would have lost 400,000 jobs.",NaN
7838,7838.0,7609.json,False,A report by the US General Accountability Office GAO in 2008 found that the disposal of Katrina wastes by AshBritt in the south resulted in the creation of contaminated sites along the Gulf Coast and two new Superfund sites in New Orleans.,NaN
7839,7839.0,9085.json,True,"Every 20 seconds, a child dies because they lack access to clean water and sanitation.",NaN
7840,7840.0,8221.json,True,"Fleeing Syria, a million children are now refugees.",NaN
7841,7841.0,12594.json,True,"Right now, our corrections department charges taxpayers between 30,000 and 40,000 a year per person we lock up, she said. Thats actually cheap when you compare us to the rest of the country.",NaN
7842,7842.0,9041.json,False,Says his Patient OPTION Act is the only Republican plan that completely repeals Obamacare and it takes the federal bureaucrat out of decisions for you.,NaN
7843,7843.0,5090.json,True,Says federal spending has increased 21 percent over the past three years.,NaN
7844,7844.0,8310.json,True,"If the government shuts down, all military personnel will continue to serve and accrue pay but will not actually be paid until appropriations are available.",NaN
7845,7845.0,8496.json,True,Rand Pauls speech ... on Gattaca was totally ripped off of Wikipedia.,NaN
7846,7846.0,10760.json,True,More astronauts have been to the moon than farmers who paid the inheritance tax in 2013.,NaN
7847,7847.0,6073.json,True,"Portland, Ore., has never gotten over 12 to 15 percent ridership of its public transit system in the past 12 years.",NaN
7848,7848.0,4775.json,True,Solar and wind energy are both cheaper than nuclear right now.,NaN
7849,7849.0,8723.json,True,Says New Jersey has the highest unemployment rate in the region and stagnant job growth.,NaN
7850,7850.0,11929.json,True,Says Hillary Clinton wonhealth care for 8 million children.,NaN
7851,7851.0,5361.json,False,Says abortion is the most common surgery in our country.,NaN
7852,7852.0,11010.json,True,Income disparities in the United States are the worst since the 1920s.,NaN
7853,7853.0,3329.json,False,The stimulus bill promised to keep unemployment under 8.,NaN
7854,7854.0,8522.json,True,The University of Texas is starting the first medical school at a major Tier One university in the last 50 years.,NaN
7855,7855.0,12974.json,False,"None of the polls being conducted right now have us on the top line. None of them. Its always Trump and Clinton and then second question, third question. ... If we were included in the top line, as JohnsonTrumpClinton, wed be at 20 percent.",NaN
7856,7856.0,5719.json,True,"98 percent of American families make under 250,000 a year.",NaN
